,customer_lifetime_value,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
7112,5927.389227000001,2011-01-07,33561,152,6,30,0,1,235.316581
7113,8548.30415,2011-01-13,53055,112,30,30,2,3,537.6
7114,21283.6362,2011-02-26,0,63,24,89,0,2,302.4
7115,6446.706674,2011-02-07,55037,80,20,88,1,8,481.823284
7116,4484.254754,2011-01-29,0,65,22,44,0,8,463.382118
7117,30286.68586,2011-02-14,27587,103,14,34,1,2,241.141192
7118,13840.160119999999,2011-02-11,29658,119,20,66,0,2,571.2
7119,5391.775844,2011-02-26,63633,68,16,21,1,8,374.024077
7120,3847.352801,2011-02-25,23459,96,17,19,0,1,185.070399
7121,6369.262355,2011-01-20,34498,83,30,72,0,7,398.4
7122,5316.7566,2011-01-21,28559,66,5,1,0,5,427.24297300000006
7123,5124.2181740000005,2011-01-30,73740,64,23,3,0,3,229.272206
7124,4151.551337,2011-01-17,0,125,23,64,0,1,900.0
7125,2594.905944,2011-02-11,25925,72,5,85,3,1,660.587577
7126,5763.265424,2011-02-10,31725,76,31,9,0,5,177.234
7127,18370.570040000002,2011-01-23,49659,234,31,15,0,9,1684.8
7128,21923.12272,2011-01-05,81197,109,2,42,0,2,94.731199
7129,10546.65545,2011-01-14,43922,88,26,88,0,2,108.70138100000001
7130,8388.717011,2011-01-02,87123,69,13,87,0,2,118.468275
7131,7188.607263,2011-01-27,0,66,15,24,0,2,278.574142
7132,3238.9295239999997,2011-01-02,68745,80,5,42,0,1,473.613006
7133,10960.936670000001,2011-02-17,29815,95,35,18,0,2,76.17567199999999
7134,2660.931663,2011-01-25,53333,66,4,34,0,1,22.945038
7135,2004.350666,2011-02-22,0,66,16,35,4,1,316.8
7136,15483.529859999999,2011-02-09,24661,196,6,28,0,7,1961.1620489999998
7137,8940.579278,2011-01-06,95351,111,31,74,0,5,406.48025
7138,5083.789524,2011-01-09,62088,64,6,28,2,4,73.258034
7139,9031.214859,2011-02-23,0,122,15,47,0,9,650.52179
7140,32098.322089999998,2011-02-13,31503,105,17,74,3,2,504.0
7141,22332.439459999998,2011-01-11,49078,97,10,3,0,2,484.013411
7142,8560.162384000001,2011-01-16,28120,112,7,52,0,3,537.6
7143,7714.623619,2011-02-25,0,106,3,90,0,8,763.2
7144,2936.993695,2011-02-10,44369,77,7,35,3,1,362.276183
7145,5112.104786999999,2011-01-20,15131,67,14,13,0,9,321.6
7146,5119.901412,2011-02-08,26890,65,28,37,0,4,312.0
7147,2494.869528,2011-02-12,45855,62,0,26,1,1,0.8876290000000001
7148,23594.6802,2011-01-31,76358,66,25,3,0,2,86.46158199999999
7149,5656.203464,2011-01-01,45586,72,17,20,0,4,203.42306000000002
7150,15673.136209999999,2011-01-01,43267,78,8,10,0,2,453.073096
7151,8509.453945000001,2011-01-24,0,82,15,20,0,2,590.4
7152,6418.24871,2011-01-03,46648,81,8,26,0,7,123.576765
7153,3055.70113,2011-01-19,42406,77,15,49,0,1,108.871857
7154,5746.0559299999995,2011-02-20,50798,72,21,59,0,7,64.977867
7155,23594.6802,2011-01-31,76358,66,25,3,0,2,86.46158199999999
7156,6005.847375,2011-02-23,13528,86,21,35,0,3,412.8
7157,5028.839465,2011-01-10,0,67,21,85,0,8,80.753763
7158,3409.677392,2011-01-31,85023,85,4,69,0,1,408.0
7159,4348.139173,2011-02-27,0,62,20,9,0,7,675.661163
7160,8337.194193000001,2011-02-16,74460,69,3,25,0,2,331.2
7161,2346.675378,2011-01-11,22932,62,2,97,0,1,297.6
7162,4991.035369,2011-01-29,54189,62,11,84,0,3,29.035528000000003
7163,2879.505701,2011-01-28,42247,74,4,52,0,1,355.2
7164,3482.038245,2011-01-03,0,96,31,85,0,1,726.132858
7165,8216.391903,2011-01-13,0,117,3,33,0,9,983.1274810000001
7166,3155.4556199999997,2011-01-08,36706,80,19,67,0,1,488.296267
7167,5292.202092,2011-01-10,67899,66,5,31,1,6,316.8
7168,6553.943457,2011-01-05,0,61,4,68,0,2,365.820487
7169,7618.442045000001,2011-02-23,41900,63,0,34,0,2,170.496071
7170,24610.78085,2011-02-15,72786,76,10,9,0,2,363.845631
7171,3142.81161,2011-01-30,60108,78,0,63,0,1,507.060901
7172,32021.40422,2011-01-12,31433,100,5,23,0,2,635.020091
7173,5096.700181,2011-01-07,27940,65,21,3,1,4,27.66775
7174,4889.609695,2011-01-05,51246,122,4,89,0,1,817.692013
7175,5112.5703109999995,2011-01-14,56587,65,4,88,1,6,312.0
7176,2725.322949,2011-01-04,45025,69,35,85,1,1,452.271771
7177,9780.852337,2011-01-10,0,132,13,47,0,3,950.4
7178,15042.57658,2011-02-04,22799,190,10,75,0,6,912.0
7179,5308.291752,2011-01-26,82601,66,9,38,0,3,186.387874
7180,19160.98994,2011-02-20,22705,239,19,59,0,7,1294.700423
7181,3324.5517760000002,2011-01-08,0,92,13,17,0,1,441.6
7182,3791.549972,2011-01-30,41212,95,13,27,0,1,405.443681
7183,7600.034998,2011-02-03,0,70,3,94,0,2,504.0
7184,6950.100195,2011-02-05,21687,88,10,68,0,8,603.100479
7185,4605.0366460000005,2011-01-28,22571,63,29,51,0,9,302.4
7186,5864.381825,2011-02-11,72032,72,10,73,0,4,438.149129
7187,15374.18296,2011-02-19,42570,128,5,52,0,2,587.4092049999999
7188,3230.576665,2011-01-05,62873,81,0,41,0,1,207.75186000000002
7189,9294.549509999999,2011-01-22,21370,77,1,35,0,2,105.181202
7190,2504.871709,2011-01-10,66081,64,31,92,1,1,42.029731
7191,7081.690973999999,2011-02-01,93854,87,18,41,0,9,417.6
7192,9560.049227,2011-02-03,19429,122,18,21,0,9,683.45551
7193,6756.062790999999,2011-01-31,46879,86,3,62,2,3,324.944098
7194,5290.666331,2011-01-04,36791,68,26,62,0,3,326.4
7195,8391.133455,2011-02-17,40211,106,5,98,2,6,710.740743
7196,21151.2328,2011-02-05,48642,77,23,69,0,2,92.307736
7197,9264.327659999999,2011-02-03,69063,115,12,65,0,3,552.0
7198,2853.600347,2011-01-19,87455,71,10,46,0,1,329.238904
7199,6245.443568,2011-01-16,80101,79,16,8,0,3,442.9167
7200,2129.063055,2011-01-11,0,61,13,81,1,1,292.8
7201,14789.61805,2011-02-18,51817,129,20,78,4,2,712.8332839999999
7202,5324.38786,2011-01-18,31561,68,8,62,0,7,326.4
7203,2862.729074,2011-02-21,64640,73,5,94,2,1,327.912134
7204,8614.686004000001,2011-02-19,64220,107,3,86,0,7,48.782626
7205,4931.503095,2011-02-14,33580,62,17,77,0,3,315.32622200000003
7206,4642.020128,2011-02-11,0,64,10,15,0,5,770.254285
7207,21423.63723,2011-01-03,0,65,9,31,0,2,312.0
7208,4858.067125,2011-01-03,0,67,0,79,0,3,482.4
7209,5261.101863,2011-02-02,43318,66,35,28,0,5,48.936563
7210,3274.037562,2011-02-07,83869,81,10,23,0,1,348.186032
7211,6134.38779,2011-01-01,43875,78,18,33,0,5,289.468771
7212,3690.698916,2011-01-17,59016,92,3,65,0,1,441.6
7213,2776.772734,2011-02-26,70793,69,32,1,0,1,62.625841
7214,10972.06778,2011-01-18,24164,137,2,40,0,5,657.6
7215,4177.666255,2011-02-17,29133,104,27,76,0,1,499.2
7216,5838.89915,2011-01-06,81082,73,5,85,0,4,281.29590299999995
7217,6462.22199,2011-01-23,0,65,17,41,0,2,312.0
7218,5109.50079,2011-01-11,21277,66,1,42,0,9,316.8
7219,8278.716567,2011-02-07,16924,226,23,69,0,1,1084.8
7220,8682.234653,2011-02-24,10540,115,33,76,0,3,552.0
7221,9415.901706999999,2011-02-22,0,133,4,58,0,3,1361.993232
7222,3230.576665,2011-01-05,62873,81,0,41,0,1,207.75186000000002
7223,17019.1929,2011-02-03,98623,211,17,69,0,9,1012.8
7224,2647.519741,2011-02-20,37876,69,13,15,0,1,300.056383
7225,12883.11573,2011-01-02,77469,109,2,98,1,2,757.170246
7226,20930.05217,2011-01-14,30535,66,22,18,0,2,94.14229399999999
7227,4814.350556,2011-02-07,0,67,17,4,0,4,482.4
7228,4836.892172,2011-02-10,39310,61,5,89,0,3,93.181865
7229,18745.39592,2011-02-27,27229,99,20,9,0,2,475.2
7230,17367.52612,2011-01-05,41418,112,17,80,0,2,537.6
7231,9012.922138,2011-01-18,67840,112,34,56,0,5,83.24000600000001
7232,5871.607022,2011-01-28,0,80,24,20,0,7,871.055266
7233,5926.729379,2011-01-25,23091,96,28,90,5,5,460.8
7234,5453.709172,2011-02-16,69468,67,2,3,0,3,302.73359300000004
7235,9106.867749,2011-01-07,74143,114,1,61,0,6,547.2
7236,5013.136429,2011-02-12,65165,126,14,18,1,1,604.8
7237,6672.05628,2011-01-16,50537,165,10,35,0,1,60.005031
7238,6521.368813,2011-01-09,72608,82,26,19,3,8,393.6
7239,13024.22378,2011-01-20,26312,110,29,19,1,2,565.837664
7240,2748.800067,2011-01-14,56900,68,11,34,0,1,304.115627
7241,2803.5960800000003,2011-02-16,60707,70,2,24,0,1,327.061103
7242,7231.000787999999,2011-01-24,67276,61,7,74,0,2,181.804443
7243,8329.286254,2011-01-19,30865,104,33,31,0,7,21.261834
7244,4626.801093,2011-01-16,79487,114,20,87,0,1,547.2
7245,6265.343299,2011-01-13,0,84,18,25,1,4,481.02578600000004
7246,4504.1632899999995,2011-01-19,0,62,18,75,0,3,135.851316
7247,11533.47722,2011-02-14,41098,96,3,15,0,2,250.05865699999998
7248,5349.996572,2011-01-04,89158,67,34,71,0,6,272.195232
7249,2855.6877050000003,2011-01-22,99612,70,14,20,0,1,336.0
7250,6601.611299,2011-02-08,0,194,22,79,0,1,2306.508397
7251,3470.1778159999994,2011-01-23,94885,86,18,10,3,1,170.53213300000002
7252,5895.106386,2011-02-05,78352,74,33,3,0,7,152.36548200000001
7253,5065.935608,2011-02-11,43460,63,4,18,0,3,302.4
7254,41787.90343,2011-01-31,46587,119,34,74,2,2,571.2
7255,4882.286714,2011-02-10,21236,123,3,12,0,1,131.262395
7256,3837.615029,2011-01-06,0,106,15,30,0,1,117.22997099999999
7257,2154.073997,2011-01-12,0,65,11,52,0,1,312.0
7258,5049.118385,2011-01-05,0,68,35,65,0,7,457.16981799999996
7259,13869.92705,2011-01-21,28432,118,1,59,0,2,612.300581
7260,5213.3743,2011-02-13,65167,131,22,85,0,1,628.8
7261,4911.115538,2011-01-26,33700,62,26,72,0,3,274.114843
7262,7751.855026,2011-02-13,0,105,14,21,0,7,756.0
7263,25464.82059,2011-02-01,13663,97,1,66,0,2,465.6
7264,9472.956706,2011-01-18,0,131,4,49,0,9,628.8
7265,5926.957452000001,2011-01-17,0,84,19,26,2,4,403.2
7266,8470.043225,2011-02-19,0,82,1,13,0,2,479.31222599999995
7267,8675.993821,2011-01-18,65933,108,23,16,0,5,379.951464
7268,18205.67367,2011-01-10,0,128,11,57,0,2,614.4
7269,2618.3261829999997,2011-01-17,28663,66,23,34,0,1,430.60448899999994
7270,3349.6392739999997,2011-01-27,78092,84,34,13,0,1,344.015386
7271,5979.724161,2011-02-07,57693,76,16,56,0,3,547.2
7272,16301.9676,2011-02-17,19614,85,21,32,0,2,574.024018
7273,7882.987485,2011-02-21,23235,99,28,71,0,4,587.656629
7274,7748.811,2011-01-20,79528,64,2,39,0,2,175.42902800000002
7275,15860.035909999999,2011-02-25,0,136,10,41,0,2,46.098963
7276,2279.696801,2011-02-21,23253,61,20,49,0,1,292.8
7277,15272.79977,2011-02-16,40571,100,19,56,2,2,361.78891699999997
7278,5498.753121,2011-01-19,60668,138,18,92,0,1,553.699596
7279,5743.403321,2011-01-23,61776,73,9,61,3,6,343.278996
7280,3942.9172840000006,2011-01-29,38820,99,29,59,0,1,547.619785
7281,2503.603127,2011-02-03,47285,63,7,3,0,1,302.4
7282,4558.592305,2011-01-31,0,62,13,21,0,8,446.4
7283,67907.2705,2011-02-05,78310,192,34,18,1,2,151.711475
7284,2396.6723039999997,2011-01-18,26222,62,23,18,0,1,297.6
7285,5568.947534,2011-01-01,0,79,21,53,1,7,407.44023799999997
7286,7334.517166,2011-01-09,83926,181,31,88,0,1,124.447153
7287,7150.111338,2011-02-19,24124,91,24,52,0,3,436.8
7288,12023.75062,2011-01-24,28879,106,6,9,0,2,763.2
7289,4018.8849299999997,2011-01-30,0,112,26,27,0,1,544.250322
7290,4770.550911,2011-02-01,12964,65,2,37,0,4,362.77454500000005
7291,29297.33082,2011-02-26,0,115,22,65,0,2,1251.0427949999998
7292,27929.964410000004,2011-02-16,88105,86,5,26,0,2,412.8
7293,2899.922473,2011-02-09,66524,74,15,8,4,1,238.517525
7294,2331.325089,2011-02-22,27398,68,4,39,1,1,326.4
7295,8561.561976,2011-01-08,37759,108,9,51,0,5,518.4
7296,11280.72641,2011-02-19,45743,96,15,81,0,2,673.780804
7297,2764.024716,2011-02-11,54183,70,1,91,0,1,336.0
7298,2580.849899,2011-02-09,46900,66,13,59,0,1,316.8
7299,10856.01489,2011-01-30,59803,90,21,0,0,2,22.75546
7300,4150.836913,2011-02-08,53787,104,20,77,0,1,666.0920150000001
7301,16979.79757,2011-01-17,35095,73,25,56,0,2,525.6
7302,5028.739297,2011-01-22,0,67,21,60,0,5,216.196521
7303,64618.75715,2011-01-17,0,217,14,40,1,2,1562.4
7304,41103.24183,2011-01-24,30845,116,3,89,1,2,556.8
7305,22658.536519999998,2011-01-25,23665,67,19,50,0,2,404.817249
7306,7013.436656999999,2011-01-24,92107,88,7,38,0,5,16.37296
7307,8658.863813,2011-02-07,62464,109,23,45,0,4,400.181882
7308,5214.342347999999,2011-02-03,69991,65,27,44,0,7,4.619402
7309,4334.064096,2011-02-27,23904,123,1,67,3,1,590.4
7310,3731.5045840000002,2011-02-24,0,96,31,34,0,1,460.8
7311,22242.51659,2011-01-09,83894,110,6,46,0,2,82.019005
7312,12280.766609999999,2011-01-01,88340,102,16,1,0,2,489.6
7313,13024.13012,2011-01-31,0,125,6,61,0,2,900.0
7314,7488.785177,2011-02-20,39602,64,15,59,0,2,307.2
7315,2300.691547,2011-01-15,25905,63,21,12,0,1,302.4
7316,30081.367830000003,2011-01-23,24626,108,19,3,0,2,225.971279
7317,3745.3746560000004,2011-01-20,59732,94,0,54,0,1,135.626867
7318,13246.56841,2011-02-09,36898,169,14,36,1,3,811.2
7319,5008.275979,2011-02-06,92864,123,13,60,0,1,96.338144
7320,2396.219292,2011-01-10,0,66,6,71,2,1,433.160284
7321,5146.8986350000005,2011-01-04,93752,64,34,24,0,3,154.713524
7322,6540.204626,2011-01-21,21156,89,2,32,0,8,111.836561
7323,7159.806745,2011-01-24,67206,90,9,69,0,9,76.289123
7324,6087.302608,2011-02-11,85654,76,8,46,0,3,46.20341
7325,9772.736775,2011-01-14,59325,83,20,76,0,2,81.59933199999999
7326,6005.847375,2011-02-23,13528,86,21,35,0,3,412.8
7327,6811.576281000001,2011-02-25,0,63,0,88,1,2,302.4
7328,16350.13061,2011-01-28,0,165,12,82,1,2,1452.213743
7329,3580.2618810000004,2011-01-17,75333,90,15,44,1,1,289.236063
7330,5821.128509,2011-01-09,61108,72,27,84,0,6,23.773332
7331,2839.56968,2011-01-02,27083,73,15,58,1,1,525.6
7332,10097.19837,2011-01-22,68997,63,3,26,0,2,206.926432
7333,2674.2273149999996,2011-01-17,33451,67,0,1,0,1,337.219884
7334,4515.445404,2011-02-17,21500,115,14,44,0,1,39.292196000000004
7335,7998.347343,2011-01-10,26487,112,0,82,0,3,602.4314889999999
7336,2809.766683,2011-02-24,74713,70,20,67,0,1,336.0
7337,4748.794301,2011-01-19,0,70,8,74,0,3,504.0
7338,5272.518472,2011-02-18,85607,66,26,1,0,3,67.647131
7339,6712.294021,2011-02-04,44891,83,12,75,0,6,74.803791
7340,8188.976576000001,2011-02-26,89061,103,19,88,0,3,565.267705
7341,14429.89284,2011-01-01,0,198,4,31,0,9,962.159318
7342,4376.363592000001,2011-02-28,63774,111,18,63,0,1,60.036683
7343,3713.803592,2011-02-10,93308,92,20,56,0,1,441.6
7344,7590.050089,2011-01-02,10375,66,10,95,0,2,316.8
7345,2795.735679,2011-01-09,85950,69,5,61,0,1,47.707229999999996
7346,8640.753192,2011-01-09,33402,109,7,66,0,4,71.053011
7347,2624.8968579999996,2011-01-27,18129,71,23,59,0,1,340.8
7348,4815.0207789999995,2011-01-16,0,66,29,58,0,8,711.8026
7349,4460.418492,2011-01-15,0,65,24,45,1,4,312.0
7350,6047.02516,2011-02-19,20396,76,15,60,1,4,364.8
7351,8221.870429,2011-01-11,13376,108,13,75,0,4,774.714929
7352,6798.272436,2011-01-10,32517,94,11,53,3,3,451.2
7353,12817.41348,2011-01-18,28651,67,4,25,0,2,302.272725
7354,5219.8864140000005,2011-01-04,64964,66,9,84,0,5,286.967405
7355,6140.242989,2011-01-26,34112,77,32,68,0,6,369.6
7356,3756.6387700000005,2011-02-27,0,108,32,49,3,1,718.383
7357,7356.559340999999,2011-01-09,81145,92,34,92,0,8,321.060571
7358,32725.2974,2011-01-12,39894,134,23,87,0,2,411.077415
7359,7057.463184,2011-02-25,52447,90,5,57,0,7,61.585668000000005
7360,11005.023490000001,2011-01-19,0,69,31,69,2,2,496.8
7361,5563.771927000001,2011-01-21,35398,71,26,41,0,7,340.8
7362,7451.479990999999,2011-02-13,26239,65,11,39,0,2,312.0
7363,5181.054467,2011-02-02,0,70,4,64,0,7,336.0
7364,12584.006379999999,2011-02-16,83013,103,2,75,0,2,155.125923
7365,13057.01188,2011-02-13,0,190,9,67,0,7,1833.182529
7366,17776.822669999998,2011-01-17,86205,223,8,67,0,8,1070.4
7367,2757.383982,2011-01-12,50414,69,25,34,0,1,331.2
7368,7535.425190000001,2011-01-24,37496,65,1,36,0,2,312.0
7369,2826.804029,2011-01-19,24224,71,7,64,0,1,511.2
7370,7326.544855,2011-02-12,62338,92,9,61,0,4,4.216231
7371,6633.137616,2011-01-11,63483,83,4,84,0,3,85.073541
7372,2485.886754,2011-02-16,0,70,24,58,0,1,504.0
7373,8598.185237,2011-01-23,38113,73,4,34,0,2,203.640251
7374,8586.801328,2011-01-17,38676,72,24,33,0,2,146.124719
7375,2417.777032,2011-02-26,20200,65,3,51,3,1,312.0
7376,2693.663643,2011-01-18,29038,69,14,61,0,1,56.351667000000006
7377,7179.22522,2011-02-20,23179,91,11,79,0,9,436.8
7378,10629.33736,2011-02-02,56598,88,29,29,0,2,92.96678299999999
7379,2710.9189920000003,2011-02-10,0,76,11,38,0,1,547.2
7380,7724.052993000001,2011-01-30,46988,195,8,69,0,1,294.762659
7381,3508.569533,2011-01-05,20978,98,19,96,1,1,1176.2788
7382,2241.1086379999997,2011-02-06,0,63,5,7,0,1,453.6
7383,33279.77231,2011-01-23,59130,117,21,7,0,2,436.533172
7384,5348.30258,2011-01-08,31572,70,14,95,3,3,292.434826
7385,5251.152281000001,2011-01-30,0,72,21,65,0,3,345.6
7386,4686.807406,2011-01-23,32646,119,25,84,0,1,464.99983
7387,7148.331333,2011-01-05,51791,181,10,46,1,1,422.96023399999996
7388,5028.5752090000005,2011-01-10,70828,62,8,18,0,4,297.6
7389,2415.415525,2011-02-14,40903,61,12,5,0,1,409.88696
7390,7545.548643000001,2011-01-23,0,106,19,67,1,3,631.1082230000001
7391,5264.425866,2011-01-16,24031,66,32,37,0,3,316.8
7392,4474.48438,2011-02-22,84927,112,27,83,0,1,537.6
7393,21578.86035,2011-02-14,0,72,20,11,0,2,510.97691299999997
7394,2902.622439,2011-01-12,23893,73,19,21,0,1,186.292275
7395,10876.4794,2011-02-04,71255,138,28,16,0,4,138.633681
7396,4413.285858,2011-01-03,37697,112,35,8,0,1,38.403843
7397,12504.49422,2011-01-22,33746,106,29,23,0,2,508.8
7398,7462.926262999999,2011-01-28,70263,93,30,66,0,5,7.3459460000000005
7399,4690.793868,2011-01-12,43367,118,6,20,0,1,1026.741926
7400,2943.045259,2011-01-18,0,81,26,23,0,1,388.8
7401,5003.336664,2011-01-19,0,66,12,20,1,4,445.19869000000006
7402,13466.920709999999,2011-02-23,11432,119,11,9,0,2,571.2
7403,3386.186515,2011-02-13,67249,86,25,4,0,1,33.894695
7404,5503.440723,2011-02-08,76839,68,12,85,0,3,326.4
7405,25807.063,2011-02-13,71210,214,8,89,1,2,1027.2
7406,4739.34663,2011-02-11,49447,119,9,48,2,1,762.007253
7407,15777.887019999998,2011-01-03,98713,65,3,91,0,2,289.894293
7408,2619.865336,2011-02-19,26094,67,16,84,0,1,2.028223
7409,15445.66166,2011-01-28,26990,65,9,60,1,2,297.864823
7410,3355.528168,2011-01-26,46644,84,34,19,0,1,150.688024
7411,2874.08847,2011-02-28,33462,72,12,9,0,1,112.425578
7412,2846.645431,2011-01-28,66880,71,7,54,0,1,340.8
7413,23813.52051,2011-01-27,88680,66,5,66,0,2,201.762191
7414,5313.467001,2011-02-06,0,79,4,78,0,4,568.8
7415,3730.1449159999997,2011-01-03,75132,93,7,33,2,1,446.4
7416,9031.214859,2011-02-23,0,122,15,47,0,9,650.52179
7417,5931.28489,2011-02-07,56617,74,18,24,0,3,355.2
7418,9429.080754999999,2011-02-27,75638,83,6,52,4,2,108.69653999999998
7419,7613.049819,2011-02-27,24982,109,20,52,4,7,523.2
7420,3313.014405,2011-01-28,40348,83,6,56,0,1,26.314753000000003
7421,7317.014254000001,2011-01-20,24083,63,22,2,1,2,340.453606
7422,2665.737082,2011-01-19,81538,66,3,46,0,1,272.84481600000004
7423,3230.576665,2011-01-05,62873,81,0,41,0,1,207.75186000000002
7424,17367.27409,2011-01-05,66245,145,22,58,0,2,181.501424
7425,10595.81033,2011-01-06,0,102,22,20,0,2,734.4
7426,5999.380228,2011-01-04,26303,165,16,47,0,1,956.5899029999999
7427,17006.00256,2011-01-14,58620,71,11,51,0,2,340.8
7428,3954.3445340000003,2011-02-25,18375,103,8,50,0,1,535.080276
7429,3589.3723609999997,2011-01-30,30944,92,15,46,0,1,348.216284
7430,7329.777554,2011-01-06,59630,185,9,67,0,1,888.0
7431,7380.570445,2011-01-21,53957,184,19,80,0,1,61.554272
7432,7472.672033,2011-01-14,44385,97,6,31,0,7,465.6
7433,8500.12195,2011-02-10,0,119,1,58,0,7,856.8
7434,19357.79964,2011-01-05,25561,163,3,25,0,2,983.3749849999999
7435,5846.114411,2011-01-17,85956,145,0,85,0,1,510.381882
7436,2231.786517,2011-01-12,0,61,26,79,1,1,311.404068
7437,4864.5273560000005,2011-01-02,37406,122,23,38,1,1,1134.960471
7438,4594.292826,2011-02-06,39053,114,5,66,0,1,547.2
7439,3044.003202,2011-02-15,24475,84,11,55,3,1,604.8
7440,2759.978287,2011-01-03,92296,69,4,65,0,1,331.2
7441,11064.29047,2011-02-01,29484,93,19,51,0,2,446.4
7442,7555.828789,2011-02-25,0,114,19,50,0,3,820.8
7443,7469.557777,2011-01-03,48088,94,25,73,0,4,134.828318
7444,4920.492369,2011-02-13,21366,63,20,47,0,3,302.4
7445,12298.6863,2011-02-20,17101,113,1,88,0,2,542.4
7446,4630.363287,2011-01-13,0,64,3,59,0,4,460.8
7447,4636.54647,2011-01-01,26802,66,7,43,1,5,316.8
7448,20467.717959999998,2011-01-03,89025,64,32,10,0,2,179.25160400000001
7449,3792.829528,2011-01-21,0,104,23,76,0,1,748.8
7450,17526.17908,2011-01-19,52228,220,29,72,1,8,1056.0
7451,4715.469193,2011-02-02,0,126,13,91,0,1,694.357961
7452,2288.763508,2011-01-31,0,63,11,30,0,1,344.288189
7453,5670.132321,2011-01-14,83086,71,1,43,3,3,320.486645
7454,7228.993348,2011-01-05,53214,91,21,76,0,3,436.8
7455,11009.130490000001,2011-01-24,51643,283,16,43,0,1,1358.4
7456,5639.941974,2011-01-10,73168,70,21,50,0,3,425.800112
7457,11196.46002,2011-01-01,0,298,26,94,0,1,2145.6
7458,12840.43291,2011-02-03,0,90,1,94,0,2,648.0
7459,8828.380695,2011-01-01,61246,110,24,21,0,3,159.239518
7460,13268.79263,2011-01-18,32762,112,26,74,0,2,326.926833
7461,3728.874098,2011-02-27,0,69,21,54,5,3,496.8
7462,4983.114656000001,2011-02-21,0,133,9,85,0,1,957.6
7463,13727.799719999999,2011-01-08,0,126,12,4,0,2,604.8
7464,8343.751519,2011-02-04,64127,71,31,19,0,2,72.86230400000001
7465,7191.831645,2011-01-17,0,67,9,54,0,2,308.54976
7466,13759.14695,2011-01-17,16794,96,7,31,0,2,460.8
7467,9788.713108,2011-02-28,31930,83,19,30,0,2,37.699658
7468,3360.44356,2011-02-05,74918,85,13,74,0,1,314.246507
7469,4887.794108,2011-02-10,70742,124,3,64,1,1,211.68058
7470,7582.113842,2011-02-03,64801,64,23,19,0,2,268.471802
7471,2516.213745,2011-02-07,48829,64,23,70,1,1,300.312635
7472,3571.3460700000005,2011-02-13,73853,89,7,35,0,1,427.2
7473,9868.595441,2011-02-02,0,99,25,23,0,2,712.8
7474,5375.821564,2011-02-25,66844,70,11,80,4,5,104.977375
7475,4254.620669,2011-02-03,11904,61,34,11,2,3,292.8
7476,3061.052283,2011-01-11,56869,83,25,34,3,1,269.406119
7477,2414.7707219999998,2011-01-10,0,67,3,54,0,1,482.4
7478,4526.526379999999,2011-01-19,0,68,20,44,1,7,326.4
7479,5635.294733,2011-01-25,59325,71,13,75,0,3,229.686659
7480,8254.698836,2011-01-07,0,115,19,60,0,9,552.0
7481,7320.070570999999,2011-01-05,0,112,30,29,1,3,806.4
7482,3933.8139929999998,2011-01-23,25927,103,6,20,0,1,674.973614
7483,2433.089468,2011-01-19,0,71,31,79,0,1,493.055291
7484,5706.955563,2011-01-12,83073,71,15,46,0,3,10.42277
7485,2585.444463,2011-01-06,0,73,14,36,2,1,350.4
7486,2659.70565,2011-02-19,0,87,4,4,3,1,420.04198099999996
7487,5310.861767,2011-02-02,0,72,17,11,1,3,345.6
7488,5874.820212,2011-01-25,35301,74,23,68,0,7,128.643975
7489,8579.889154999999,2011-01-27,21829,111,6,59,0,3,532.8
7490,8903.966435,2011-01-07,15142,116,7,5,0,3,792.609747
7491,8149.769437000001,2011-01-26,0,71,28,76,0,2,340.8
7492,2570.162134,2011-01-11,58498,67,6,1,3,1,321.6
7493,2585.5601300000003,2011-02-02,64592,64,12,57,0,1,307.2
7494,2844.849804,2011-02-06,80306,71,11,12,0,1,340.8
7495,4633.550875,2011-02-28,29105,117,28,31,0,1,272.612048
7496,6678.899026,2011-01-12,47137,84,5,11,0,5,161.640052
7497,2222.865016,2011-02-11,0,62,5,54,0,1,446.4
7498,8522.759016,2011-01-18,0,109,19,2,0,3,723.786607
7499,25082.1789,2011-01-22,0,100,27,58,0,2,1000.850446
7500,3479.260311,2011-02-15,66711,86,25,92,0,1,366.381387
7501,7851.582939,2011-01-05,48943,65,17,50,0,2,105.06878799999998
7502,2509.5087949999997,2011-02-01,0,71,20,48,0,1,511.2
7503,2854.26694,2011-02-10,34807,73,8,90,0,1,472.043042
7504,8879.790017,2011-02-03,52583,113,12,59,0,7,528.2008599999999
7505,8392.618913,2011-02-08,0,111,6,51,0,4,617.396701
7506,5279.478432,2011-02-07,92589,65,29,20,0,9,312.0
7507,8272.330818,2011-01-08,96689,103,34,80,0,5,37.802583
7508,7662.429998999999,2011-02-24,0,73,28,19,0,2,525.6
7509,4899.977003,2011-01-25,76594,122,26,9,1,1,832.453791
7510,4508.862932999999,2011-02-08,83777,112,18,74,0,1,377.354191
7511,3094.320237,2011-01-04,20954,78,15,27,0,1,534.501024
7512,4383.150505,2011-02-10,84491,110,0,0,0,1,156.282093
7513,2530.705137,2011-01-21,89451,63,11,2,0,1,61.769564
7514,8291.659086,2011-01-17,85132,106,0,60,5,3,501.134524
7515,8164.31273,2011-01-13,11193,114,2,88,0,6,820.8
7516,2337.35182,2011-02-23,28806,61,13,90,0,1,292.8
